activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,document_year,molecule_chembl_id,parent_molecule_chembl_id,pchembl_value,potential_duplicate,published_relation,published_type,published_units,published_value,qudt_units,record_id,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,uo_units
,1681405,CHEMBL865895,Selectivity for ERRgamma over ERalpha relative to 4-hydroxytamoxifen,B,,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1149464,Bioorg. Med. Chem. Lett.,2006,CHEMBL489,CHEMBL489,,False,=,Ratio IC50,,1,,427748,1,False,=,Ratio IC50,,1,CHEMBL612545,,Unchecked,,
,1681406,CHEMBL865895,Selectivity for ERRgamma over ERalpha relative to 4-hydroxytamoxifen,B,,BAO_0000019,assay format,CN(C)CCOc1ccc(cc1)\C(=C(\CCCCO)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL1149464,Bioorg. Med. Chem. Lett.,2006,CHEMBL383533,CHEMBL383533,,False,=,Ratio IC50,,0.6,,427762,1,False,=,Ratio IC50,,0.6,CHEMBL612545,,Unchecked,,
,1681407,CHEMBL865895,Selectivity for ERRgamma over ERalpha relative to 4-hydroxytamoxifen,B,,BAO_0000019,assay format,CN(C)CCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL1149464,Bioorg. Med. Chem. Lett.,2006,CHEMBL201013,CHEMBL201013,,False,=,Ratio IC50,,25,,427761,1,False,=,Ratio IC50,,25,CHEMBL612545,,Unchecked,,
,1681408,CHEMBL865895,Selectivity for ERRgamma over ERalpha relative to 4-hydroxytamoxifen,B,,BAO_0000019,assay format,CN(C)CCOc1ccc(cc1)\C(=C(\CCO)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL1149464,Bioorg. Med. Chem. Lett.,2006,CHEMBL204376,CHEMBL204376,,False,=,Ratio IC50,,6.3,,427760,1,False,=,Ratio IC50,,6.3,CHEMBL612545,,Unchecked,,
,1681414,CHEMBL865895,Selectivity for ERRgamma over ERalpha relative to 4-hydroxytamoxifen,B,,BAO_0000019,assay format,CN(C)CCOc1ccc(cc1)\C(=C(\CCCCl)/c2ccccc2)\c3ccc(O)cc3,,CHEMBL1149464,Bioorg. Med. Chem. Lett.,2006,CHEMBL383112,CHEMBL383112,,False,=,Ratio IC50,,5,,427750,1,False,=,Ratio IC50,,5,CHEMBL612545,,Unchecked,,
Not Active,1681424,CHEMBL862205,Displacement of [3H]estradiol from ERalpha at 3 uM,B,BAO_0000190,BAO_0000357,single protein format,CNCCC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1149464,Bioorg. Med. Chem. Lett.,2006,CHEMBL437700,CHEMBL437700,,False,,IC50,,,,427757,1,False,,IC50,,,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
Not Active,1681427,CHEMBL862204,Displacement of [3H]4-OHT from ERRgamma at 3 uM,B,BAO_0000190,BAO_0000357,single protein format,CNCCC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1149464,Bioorg. Med. Chem. Lett.,2006,CHEMBL437700,CHEMBL437700,,False,,IC50,,,,427757,1,False,,IC50,,,CHEMBL4245,Homo sapiens,Estrogen-related receptor gamma,9606,
,1991438,CHEMBL900471,Antiproliferative activity against human HL60 cells assessed as cell viability after 4 hrs by MTT assay,F,BAO_0001103,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(Br)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL1137553,Bioorg. Med. Chem.,2007,CHEMBL240342,CHEMBL240342,,False,=,Activity,%,100,http://qudt.org/vocab/unit#Percent,664084,1,False,=,Activity,%,100,CHEMBL383,Homo sapiens,HL-60,9606,UO_0000187
,1991442,CHEMBL900472,Antiproliferative activity against human HL60 cells assessed as cell viability at 1 ug/ml after 4 hrs by MTT assay,F,BAO_0001103,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(Br)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL1137553,Bioorg. Med. Chem.,2007,CHEMBL240342,CHEMBL240342,,False,=,Activity,%,99.9285,http://qudt.org/vocab/unit#Percent,664084,1,False,=,Activity,%,99.93,CHEMBL383,Homo sapiens,HL-60,9606,UO_0000187
,1991446,CHEMBL899387,Antiproliferative activity against human HL60 cells assessed as cell viability at 5 ug/ml after 4 hrs by MTT assay,F,BAO_0001103,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(Br)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL1137553,Bioorg. Med. Chem.,2007,CHEMBL240342,CHEMBL240342,,False,=,Activity,%,59.2228,http://qudt.org/vocab/unit#Percent,664084,1,False,=,Activity,%,59.22,CHEMBL383,Homo sapiens,HL-60,9606,UO_0000187
,1991450,CHEMBL899388,Antiproliferative activity against human HL60 cells assessed as cell viability at 10 ug/ml after 4 hrs by MTT assay,F,BAO_0001103,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(Br)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL1137553,Bioorg. Med. Chem.,2007,CHEMBL240342,CHEMBL240342,,False,=,Activity,%,13.1845,http://qudt.org/vocab/unit#Percent,664084,1,False,=,Activity,%,13.18,CHEMBL383,Homo sapiens,HL-60,9606,UO_0000187
,1991454,CHEMBL899389,Antiproliferative activity against human HL60 cells assessed as cell viability at 20 ug/ml after 4 hrs by MTT assay,F,BAO_0001103,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(Br)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL1137553,Bioorg. Med. Chem.,2007,CHEMBL240342,CHEMBL240342,,False,=,Activity,%,7.01505,http://qudt.org/vocab/unit#Percent,664084,1,False,=,Activity,%,7.015,CHEMBL383,Homo sapiens,HL-60,9606,UO_0000187
,1991458,CHEMBL899390,Growth inhibition of human HL60 cells after 4 hrs by MTT assay,F,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(Br)cc1)/c2ccc(OCCN)cc2)\c3ccccc3,,CHEMBL1137553,Bioorg. Med. Chem.,2007,CHEMBL240342,CHEMBL240342,,False,=,IC50,ug ml-1,6,http://www.openphacts.org/units/MicrogramPerMilliliter,664084,1,True,=,IC50,ug.mL-1,6,CHEMBL383,Homo sapiens,HL-60,9606,UO_0000274
,2399238,CHEMBL940309,Antiproliferative activity against estrogen receptor dependent human MCF7 cells after 72 hrs by MTT assay,F,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1152252,Bioorg. Med. Chem.,2008,CHEMBL489,CHEMBL489,6.97,False,=,IC50,uM,0.107,http://www.openphacts.org/units/Nanomolar,805080,1,True,=,IC50,nM,107,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000065
Not Active,2399256,CHEMBL940312,Antiproliferative activity against hormone independent human MDA-MB-231 cells upto 100 nM after 72 hrs by MTT assay,F,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1152252,Bioorg. Med. Chem.,2008,CHEMBL489,CHEMBL489,,False,,Activity,,,,805080,1,False,,Activity,,,CHEMBL400,Homo sapiens,MDA-MB-231,9606,
,2399276,CHEMBL940315,Displacement of fluorescein labeled estradiol from human recombinant ERalpha expressed in baculovirus infected insect cells by fluorescence polarization assay,B,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1152252,Bioorg. Med. Chem.,2008,CHEMBL489,CHEMBL489,7.4,False,=,IC50,nM,40,http://www.openphacts.org/units/Nanomolar,805080,1,True,=,IC50,nM,40,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,2399290,CHEMBL940316,Displacement of fluorescein labeled estradiol from human recombinant ERbeta expressed in baculovirus infected insect cells by fluorescence polarization assay,B,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1152252,Bioorg. Med. Chem.,2008,CHEMBL489,CHEMBL489,7.7,False,=,IC50,nM,20,http://www.openphacts.org/units/Nanomolar,805080,1,True,=,IC50,nM,20,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,UO_0000065
,2399306,CHEMBL940319,Selectivity ratio of IC50 for human recombinant ERalpha to IC50 for human recombinant ERbeta,B,,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1152252,Bioorg. Med. Chem.,2008,CHEMBL489,CHEMBL489,,False,=,Ratio IC50,,0.5,,805080,1,False,=,Ratio IC50,,0.5,CHEMBL612545,,Unchecked,,
,2548980,CHEMBL980129,Antiestrogenic activity at estrogen receptor alpha expressed in yeast cells assessed as inhibition of 17-beta-estradiol-induced beta-galactosidase activity by two hybrid assay,B,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1157234,J. Nat. Prod.,2006,CHEMBL489,CHEMBL489,5.36,False,=,IC50,uM,4.4,http://www.openphacts.org/units/Nanomolar,735937,1,True,=,IC50,nM,4400,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,UO_0000065
,2616703,CHEMBL1036650,Antiproliferative activity against human MCF7 cells after 24 hrs by MTS assay,F,BAO_0000190,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1154446,Eur. J. Med. Chem.,2008,CHEMBL489,CHEMBL489,8.07,False,=,IC50,nM,8.5,http://www.openphacts.org/units/Nanomolar,779982,1,True,=,IC50,nM,8.5,CHEMBL387,Homo sapiens,MCF7,9606,UO_0000065
Active,2616705,CHEMBL1036651,Antiproliferative activity against human MCF7 cells at 0.625 nM after 24 hrs by MTS assay,F,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1154446,Eur. J. Med. Chem.,2008,CHEMBL489,CHEMBL489,,False,,Activity,,,,779982,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
Active,2616709,CHEMBL1036652,Antiproliferative activity against human MCF7 cells at >0.625 to 10 nM after 24 hrs by MTS assay,F,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1154446,Eur. J. Med. Chem.,2008,CHEMBL489,CHEMBL489,,False,,Activity,,,,779982,1,False,,Activity,,,CHEMBL387,Homo sapiens,MCF7,9606,
Not Determined,3229877,CHEMBL1106724,Inhibition of human 17beta-HSD7 expressed in HEK293 cells assessed as inhibition of reduction of [14C]estrone into [14C]estradiol at 0.3 uM after 7 hrs,B,BAO_0000376,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1154295,J. Med. Chem.,2009,CHEMBL489,CHEMBL489,,False,,INH,,,,896460,1,False,,Inhibition,,,CHEMBL5999,Homo sapiens,3-keto-steroid reductase,9606,
,3230024,CHEMBL1106725,Inhibition of human 17beta-HSD7 expressed in HEK293 cells assessed as inhibition of reduction of [14C]estrone into [14C]estradiol at 3 uM after 7 hrs,B,BAO_0000201,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1154295,J. Med. Chem.,2009,CHEMBL489,CHEMBL489,,False,=,INH,%,3,http://qudt.org/vocab/unit#Percent,896460,1,True,=,Inhibition,%,3,CHEMBL5999,Homo sapiens,3-keto-steroid reductase,9606,UO_0000187
,3238383,CHEMBL1106126,Ratio of relative binding affinity for human ERbeta to relative binding affinity for human ERalpha,B,BAO_0000179,BAO_0000019,assay format,CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1156191,J. Med. Chem.,2010,CHEMBL149791,CHEMBL149791,,False,=,Ratio,,0.6,,903359,1,False,=,Ratio,,0.6,CHEMBL612545,,Unchecked,,
,3238407,CHEMBL1106125,Displacement of [3H]estradiol from full-length human estrogen receptor beta assessed as relative binding affinity by radiometric assay relative to estradiol,B,,BAO_0000357,single protein format,CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1156191,J. Med. Chem.,2010,CHEMBL149791,CHEMBL149791,,False,=,RBA,,238,,903359,1,False,=,RBA,,238,CHEMBL242,Homo sapiens,Estrogen receptor beta,9606,
,3238431,CHEMBL1106124,Displacement of [3H]estradiol from full-length human estrogen receptor alpha assessed as relative binding affinity by radiometric assay relative to estradiol,B,,BAO_0000357,single protein format,CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1156191,J. Med. Chem.,2010,CHEMBL149791,CHEMBL149791,,False,=,RBA,,377,,903359,1,False,=,RBA,,377,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
Non-toxic,3246074,CHEMBL1115181,"Toxicity in mouse at 8 mg/kg, po after 28 days",A,BAO_0000375,BAO_0000218,organism-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNC)cc2)\c3ccccc3,,CHEMBL1156970,Bioorg. Med. Chem. Lett.,2010,CHEMBL1093458,CHEMBL1093458,,False,,Activity,,,,901725,1,False,,Activity,,,CHEMBL375,Mus musculus,Mus musculus,10090,
Dose-dependent effect,3246075,CHEMBL1115182,Inhibition of PKC after 90 mins by ELISA,B,BAO_0000376,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNC)cc2)\c3ccccc3,,CHEMBL1156970,Bioorg. Med. Chem. Lett.,2010,CHEMBL1093458,CHEMBL1093458,,False,,INH,,,,901725,1,False,,Inhibition,,,CHEMBL612545,,Unchecked,,
,3246076,CHEMBL1115176,Inhibition of PKC at 0.025 mM after 90 mins by ELISA,B,BAO_0000201,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNC)cc2)\c3ccccc3,,CHEMBL1156970,Bioorg. Med. Chem. Lett.,2010,CHEMBL1093458,CHEMBL1093458,,False,=,INH,%,12,http://qudt.org/vocab/unit#Percent,901725,1,True,=,Inhibition,%,12,CHEMBL612545,,Unchecked,,UO_0000187
,3246077,CHEMBL1115177,Inhibition of PKC at 0.2 mM after 90 mins by ELISA,B,BAO_0000201,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNC)cc2)\c3ccccc3,,CHEMBL1156970,Bioorg. Med. Chem. Lett.,2010,CHEMBL1093458,CHEMBL1093458,,False,=,INH,%,78,http://qudt.org/vocab/unit#Percent,901725,1,True,=,Inhibition,%,78,CHEMBL612545,,Unchecked,,UO_0000187
Non-toxic,3246081,CHEMBL1115180,"Toxicity in rat at 4 mg/kg, po after 28 days",A,BAO_0000375,BAO_0000218,organism-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNC)cc2)\c3ccccc3,,CHEMBL1156970,Bioorg. Med. Chem. Lett.,2010,CHEMBL1093458,CHEMBL1093458,,False,,Activity,,,,901725,1,False,,Activity,,,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,
,3252262,CHEMBL1106109,Estrogenic activity in human ERalpha expressing MCF7:WS8 cells assessed as stimulation of cell proliferation after 7 days,F,BAO_0000188,BAO_0000019,assay format,CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL149791,CHEMBL149791,10.3,False,=,EC50,10^-2nmol,5,http://www.openphacts.org/units/Nanomolar,904203,1,True,=,EC50,nM,0.05,CHEMBL612545,,Unchecked,,UO_0000065
,3252263,CHEMBL1106109,Estrogenic activity in human ERalpha expressing MCF7:WS8 cells assessed as stimulation of cell proliferation after 7 days,F,BAO_0000188,BAO_0000019,assay format,CC\C(=C(\c1ccccc1)/c2ccc(O)cc2)\c3ccc(O)cc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1091638,CHEMBL1091638,10,False,=,EC50,10^-1nmol,1,http://www.openphacts.org/units/Nanomolar,904201,1,True,=,EC50,nM,0.1,CHEMBL612545,,Unchecked,,UO_0000065
,3252264,CHEMBL1106109,Estrogenic activity in human ERalpha expressing MCF7:WS8 cells assessed as stimulation of cell proliferation after 7 days,F,BAO_0000188,BAO_0000019,assay format,CC\C(=C(/c1ccccc1)\c2ccc(O)cc2)\c3ccc(O)cc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1093253,CHEMBL1093253,10,False,=,EC50,10^-1nmol,1,http://www.openphacts.org/units/Nanomolar,904200,1,True,=,EC50,nM,0.1,CHEMBL612545,,Unchecked,,UO_0000065
,3252266,CHEMBL1106109,Estrogenic activity in human ERalpha expressing MCF7:WS8 cells assessed as stimulation of cell proliferation after 7 days,F,BAO_0000188,BAO_0000019,assay format,CCOc1ccc(cc1)\C(=C(\CC)/c2ccc(O)cc2)\c3ccc(O)cc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1091658,CHEMBL1091658,8.4,False,=,EC50,nM,4,http://www.openphacts.org/units/Nanomolar,904102,1,True,=,EC50,nM,4,CHEMBL612545,,Unchecked,,UO_0000065
Not Active,3252267,CHEMBL1106109,Estrogenic activity in human ERalpha expressing MCF7:WS8 cells assessed as stimulation of cell proliferation after 7 days,F,BAO_0000375,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL489,CHEMBL489,,False,,Activity,,,,904204,1,False,,Activity,,,CHEMBL612545,,Unchecked,,
Not Active,3252268,CHEMBL1106109,Estrogenic activity in human ERalpha expressing MCF7:WS8 cells assessed as stimulation of cell proliferation after 7 days,F,BAO_0000375,BAO_0000019,assay format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL279301,CHEMBL279301,,False,,Activity,,,,904277,1,False,,Activity,,,CHEMBL612545,,Unchecked,,
Not Active,3252269,CHEMBL1106109,Estrogenic activity in human ERalpha expressing MCF7:WS8 cells assessed as stimulation of cell proliferation after 7 days,F,BAO_0000375,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNC)cc2)\c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1093458,CHEMBL1093458,,False,,Activity,,,,904278,1,False,,Activity,,,CHEMBL612545,,Unchecked,,
Active,3252270,CHEMBL1106110,Antiestrogenic activity in human ERalpha expressing MCF7:WS8 cells assessed as inhibition of estradiol-induced proliferation at 1 uM after 7 days,F,BAO_0000376,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL489,CHEMBL489,,False,,INH,,,,904204,1,False,,Inhibition,,,CHEMBL612545,,Unchecked,,
Active,3252272,CHEMBL1106110,Antiestrogenic activity in human ERalpha expressing MCF7:WS8 cells assessed as inhibition of estradiol-induced proliferation at 1 uM after 7 days,F,BAO_0000376,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNC)cc2)\c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1093458,CHEMBL1093458,,False,,INH,,,,904278,1,False,,Inhibition,,,CHEMBL612545,,Unchecked,,
Not Active,3252274,CHEMBL1106110,Antiestrogenic activity in human ERalpha expressing MCF7:WS8 cells assessed as inhibition of estradiol-induced proliferation at 1 uM after 7 days,F,BAO_0000376,BAO_0000019,assay format,CCOc1ccc(cc1)\C(=C(\CC)/c2ccc(O)cc2)\c3ccc(O)cc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1091658,CHEMBL1091658,,False,,INH,,,,904102,1,False,,Inhibition,,,CHEMBL612545,,Unchecked,,
Active,3252275,CHEMBL1106112,Antiestrogenic activity in human MCF7 cells assessed as inhibition of estradiol-stimulated proliferation,F,BAO_0000376,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL489,CHEMBL489,,False,,INH,,,,904204,1,False,,Inhibition,,,CHEMBL387,Homo sapiens,MCF7,9606,
Active,3252276,CHEMBL1106112,Antiestrogenic activity in human MCF7 cells assessed as inhibition of estradiol-stimulated proliferation,F,BAO_0000376,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL279301,CHEMBL279301,,False,,INH,,,,904277,1,False,,Inhibition,,,CHEMBL387,Homo sapiens,MCF7,9606,
Active,3252277,CHEMBL1106111,Antiestrogenic activity in human MCF7 cells assessed as inhibition of estradiol-stimulated prolactin gene expression,F,BAO_0000376,BAO_0000219,cell-based format,CC\C(=C(\c1ccc(O)cc1)/c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL279301,CHEMBL279301,,False,,INH,,,,904277,1,False,,Inhibition,,,CHEMBL387,Homo sapiens,MCF7,9606,
Active,3252278,CHEMBL1106111,Antiestrogenic activity in human MCF7 cells assessed as inhibition of estradiol-stimulated prolactin gene expression,F,BAO_0000376,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL489,CHEMBL489,,False,,INH,,,,904204,1,False,,Inhibition,,,CHEMBL387,Homo sapiens,MCF7,9606,
Active,3252280,CHEMBL1106108,Activation of human ER in human MCF7:WS8 cells expressing estrogen responsive element by luciferase reporter gene assay,B,BAO_0000375,BAO_0000219,cell-based format,CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL149791,CHEMBL149791,,False,,Activity,,,,904203,1,False,,Activity,,,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
Active,3252282,CHEMBL1106108,Activation of human ER in human MCF7:WS8 cells expressing estrogen responsive element by luciferase reporter gene assay,B,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(/c1ccccc1)\c2ccc(O)cc2)\c3ccc(O)cc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1093253,CHEMBL1093253,,False,,Activity,,,,904200,1,False,,Activity,,,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
Active,3252283,CHEMBL1106108,Activation of human ER in human MCF7:WS8 cells expressing estrogen responsive element by luciferase reporter gene assay,B,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(\c1ccccc1)/c2ccc(O)cc2)\c3ccc(O)cc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1091638,CHEMBL1091638,,False,,Activity,,,,904201,1,False,,Activity,,,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
Active,3252284,CHEMBL1106108,Activation of human ER in human MCF7:WS8 cells expressing estrogen responsive element by luciferase reporter gene assay,B,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL489,CHEMBL489,,False,,Activity,,,,904204,1,False,,Activity,,,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
Active,3252286,CHEMBL1106113,Estrogenic activity at wild type ER alpha expressed in T47D:C:4:2 cells coexpressing estrogen response element by duel luciferase reporter gene assay,B,BAO_0000375,BAO_0000219,cell-based format,CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL149791,CHEMBL149791,,False,,Activity,,,,904203,1,False,,Activity,,,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
Active,3252287,CHEMBL1106114,Estrogenic activity at wild type ER alpha D351G mutant expressed in T47D:C:4:2 cells coexpressing estrogen response element by duel luciferase reporter gene assay,B,BAO_0000375,BAO_0000219,cell-based format,CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL149791,CHEMBL149791,,False,,Activity,,,,904203,1,False,,Activity,,,CHEMBL612545,,Unchecked,,
Active,3252288,CHEMBL1106113,Estrogenic activity at wild type ER alpha expressed in T47D:C:4:2 cells coexpressing estrogen response element by duel luciferase reporter gene assay,B,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(\c1ccccc1)/c2ccc(O)cc2)\c3ccc(O)cc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1091638,CHEMBL1091638,,False,,Activity,,,,904201,1,False,,Activity,,,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
Active,3252289,CHEMBL1106114,Estrogenic activity at wild type ER alpha D351G mutant expressed in T47D:C:4:2 cells coexpressing estrogen response element by duel luciferase reporter gene assay,B,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(\c1ccccc1)/c2ccc(O)cc2)\c3ccc(O)cc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1091638,CHEMBL1091638,,False,,Activity,,,,904201,1,False,,Activity,,,CHEMBL612545,,Unchecked,,
Active,3252290,CHEMBL1106113,Estrogenic activity at wild type ER alpha expressed in T47D:C:4:2 cells coexpressing estrogen response element by duel luciferase reporter gene assay,B,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(/c1ccccc1)\c2ccc(O)cc2)\c3ccc(O)cc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1093253,CHEMBL1093253,,False,,Activity,,,,904200,1,False,,Activity,,,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
Active,3252291,CHEMBL1106114,Estrogenic activity at wild type ER alpha D351G mutant expressed in T47D:C:4:2 cells coexpressing estrogen response element by duel luciferase reporter gene assay,B,BAO_0000375,BAO_0000219,cell-based format,CC\C(=C(/c1ccccc1)\c2ccc(O)cc2)\c3ccc(O)cc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1093253,CHEMBL1093253,,False,,Activity,,,,904200,1,False,,Activity,,,CHEMBL612545,,Unchecked,,
Active,3252294,CHEMBL1106113,Estrogenic activity at wild type ER alpha expressed in T47D:C:4:2 cells coexpressing estrogen response element by duel luciferase reporter gene assay,B,BAO_0000375,BAO_0000219,cell-based format,CCOc1ccc(cc1)\C(=C(\CC)/c2ccc(O)cc2)\c3ccc(O)cc3,,CHEMBL1156189,J. Med. Chem.,2010,CHEMBL1091658,CHEMBL1091658,,False,,Activity,,,,904102,1,False,,Activity,,,CHEMBL206,Homo sapiens,Estrogen receptor alpha,9606,
